Class Index,Class Name,Question Title,Question Content
1,Sports,What is the best ammunition for the S&W .357 Magnum?,"I recently purchased a S&W Model 686P 4"" Barrel.\n\nWhat is the best .357 ammo to use for target practice?\n\nWhat is the best .38 special ammo for target practice?\n\nWhat is the best .357 ammo for knock-down power?\n\nThanks in advance,\nBarry"
1,Sports,Are there any athletic shoes that don't make your feet sweat?,Up until some tim ein the early 80's athletic shoes were comfortable. Then all of a sudden they all made my feet sweat. Does anyone know what they started using to make them sweat and where you can find some that don't?
3,Science & Mathematics,"A solid disc and a ring, both of radius 10 cm are placed on a horizontal table.......?","A solid disc and a ring, both of radius 10 cm are placed on a horizontal table\nsimultaneously, with initial angular speed equal to 10 π rad s-1. Which of the two\nwill start to roll earlier ? The co-efficient of kinetic friction is µK = 0.2."
0,Health,Anyone can answer!!?,My friend has herpes and she's having sex with a lot of guys.Can she give herpes to them even using protection?And is it wrong for me to tell the guys that she herpes??
3,Science & Mathematics,can a magnetic monopole be created?,"If so, how?"
1,Sports,Who here like Anna Kournikova?!?,"I personally, think she is amazing:)"
3,Science & Mathematics,Is there any infallible evidence for evolution?,"Give me one, only one evidence for evolution which esatblishes beyond doubt that it is unreasonable/unscientific to propose that there is a designer behind the intricate designs we see in the living world around us."
3,Science & Mathematics,where can i get liquid nitrogen?,liquid nitrogen is colder than dry ice!
3,Science & Mathematics,i would like to know the disinfection and sterilisation methods in ORL?,"may be highlights or even a book,article or journal i can get information from"
1,Sports,Who is the worlds tallest basketball player in the NBA?,"Height, weight, age"
2,Entertainment & Music,did Mary Kate Olsen really went to rehab  for drug addiction and covered it up with an eating disorder clime?,my friend told that he saw her 2 years ago passed out in a club in ny because she did to much coke and alcohol i don't know if this true but\nif she did covered it up with the ed clime? iCan see why she is idolized by millions of kids and she needs to keep her image you know? and they say that the rehab center she went to does not treat ed?? if any body have some facts about this feel free to answer.
0,Health,can depression cause lower back pain?,"Have had lower back pain for over a month. Woke up one morning, and coughed and back has hurt from then on. Have been going to Chiropractor 3 times a week. Have had some progress."
3,Science & Mathematics,would it be happen someday somehow the sun won't rise from east to west?,i live in asia where the sun always rise from east to west..
3,Science & Mathematics,"is everyone on earth,in part,a scientist?","why is every person on earth, in part, a scientist?"
0,Health,How can I break my habit of sneaking chocolates and sweets?,"Whenever I find a stash, I keep going back to it and sneaking some. I want to break this habit!"
0,Health,Is olive oil suitable and healthy for frying?,And what about deep frying?
2,Entertainment & Music,What is the name of that horror movie with a series of short stories...?,"I think it was late 80s to early 90s, featuring a story about a poodle in the microwave, a deep fried rat at kentucky fried chicken, and others I don't remember."
0,Health,"Has anyone ever gone to the eye doctor regarding ""eye floaters""?","And if you did, what did they tell you to do?  This problem is bothering me a lot and I'm not sure if I should go to the doctor about it or not."
1,Sports,Dan Greenhalgh was drafted in the 24th round by the Phillies in 1971.  Did he ever play professional baseball?,"Greenhalgh was drafted as a pitcher from Folsom High School in Folsom, Texas as the 548th pick in the 1971 June draft.  This much I know is true.  He is currently, alledgedly, a pro baseball scout.  There is no record of him having ever played for the Phillies according to their media guide, I can find no major league stats for him anywhere and I have not located a baseball card for him.  He is dating my sister and claims he played in the majors for 7 years, mostly with the Giants.  I think he is a fraud, but perhaps he at least spent some time in the minors or, though unlikely, maybe I just haven't looked in the right places.  Anyone who can provide me some answers would do me a great service and might just prevent a relationship disaster from happening."
2,Entertainment & Music,A blonde joke!?,How do you make a blonde go crazy?
3,Science & Mathematics,"The prefix dec-means ""ten"". Which of the following describes the structure of decene?",It contains 10 carbon atoms and only single bonds\nIt contains 10 carbon atoms and at least 1 double bond.\nIt contains 10 carbon atoms & at least one trible bond.\nIt contains a total of 10 atoms.
2,Entertainment & Music,Optical vs RCA inputs for surround sound?,I want to add an audio enhancer between my DVD player and reciever but Im using optical and my exciter/enhancer has only RCA conectors.  Will my reciever know if its DTS or Dolby using the RCA conections instead of the optical?\n\nI want to use an enhancer to get a crisp sound and hear the dialog better. It sounds muddy.  The speakers are of great quality.
1,Sports,Who will win the World Cup in 2006?,"I have a feeling it will be Brazil.  However, I'll be rooting for Italy, my favorite team."
3,Science & Mathematics,how was Einstein's General Relativity theory proven ?,"When was it, where was it and by whom?"
3,Science & Mathematics,What website could I use to find about whick food help clean ur teeth?,"I am doing a science project. Any, ANY answers will do. :)"
0,Health,Has humanity's collective eyesight gotten worse in modern times?,"It seems that a large percentage of the population wears glasses/corrective lenses. Poor eyesight must have been a serious disadvantage to survival in the past (even a couple hundred years ago for the lower classes). So has our collective eyesight gotten worse, or were our ancestors with poor eyesight either barely scraping by or getting weeded out?"
3,Science & Mathematics,Frozen lake- how deep does the ice needs to get so that you can drive a car over it?,is there a way to know that it is safe all the way from one side to the other?
2,Entertainment & Music,Why did Pearl Jam get so...?,"BADDDDD?.\n\nTheir early songs were so powerful and melodic. I was such a huge fan. However since TEN, I've been disappointed over and over again. \n\nNow it just sounds like they're trying to make 'creative' noise which in the end only amounts to average to below average college rock.\n\nI really think at this point in his career, Vedder should stay away from  his attempts at 'harder' edge rock, and concentrate on acoustic/folk which seem to have been the only consistent thing that has been good."
2,Entertainment & Music,Why are drummers at live concerts often playing behind a perspex shield?,Just watching a Rod Stewart concert. And as at many other concerts the drummer is hidden behind a shield of perpex. Was wondering why?
2,Entertainment & Music,how do i get my 6 months of yahoo music free?,i thought new sbc yahoo dsl customers got 6 months of yahoo music free
3,Science & Mathematics,Is a transponder required to fly in class C airspace?,I've heard that it may not be for some aircraft.  What are the rules?
3,Science & Mathematics,are you aware of KUMON class??,do you think it is effective???\n\nwhat can you say about it???
0,Health,What are treatments for herniated Cervial Neck discks?,"In the c3 c4 region, on the left side ..with narrowing disks in between?"
2,Entertainment & Music,Topic for a Movie?,"I have to make a movie for my computer class, I was wondering if anyone had any ideas of a story or a topic for a movie of 10 to 15 minutes long. It can be anything, Comedy, action, even documentary, although I prefer to do something fun. Any ideas?? Thanks for your help!!!! :0)"
1,Sports,"I would welcome ideas for enjoying the outdoors other than walks, with my children; I have severe back problem",I would welcome ideas as I love to enjoy the outdoors but can't walk too long due to back problems; I have a croquet set coming for Christmas; I would like other ideas on toys/games/activities that would be good to enjoy outdoors and share with children from 10 yrs old to late teens.  Thank you!
1,Sports,What is the best airsoft gun to buy under 50$?,No spam please
2,Entertainment & Music,This one requires wit as well as knowledge?,Who killed one-fourth of mankind?
1,Sports,Please answer my question right now !!!?,"I'm in dubai now just for a week as my winter vacation,\nmy question is that i love rollerskating and i found no where to play skate, whould you please help me and tell me where can i find a place for roller skating ?"
0,Health,muscle sorness?,i heard from a basketball coach once that if you take a bath and put asprin caplets in the water it will help reduce soreness the next morning. is it true?
0,Health,Please give immediate help w/excess intestinal gas.?,"I get frequent painful intestinal gas and don't know reason, can someone help?"
1,Sports,Can you believe that they traded Johnny Damon to the Yankees?,"THIS IS BOGUS! Well, at least he will FINALLY get a haircut!"
0,Health,What percentage of Amierican men have a hairy chest?,Has this varied over the century?
0,Health,how do I find a good homeopath?,My 6yr old son is constantly sick from Nov-Mar. Constant cough but no allergies and otherwise healthy the rest of the year. Has asthma but only when accompanied by a cold first. His MD suggested alternative medicine to prevent further use of antibiotics and ashtma meds. I don't know how to choose a good homeopath. We are in Dublin.
3,Science & Mathematics,"the men go to the moon, realy?","sorry, but i dont speak english,"
3,Science & Mathematics,How old are human beings?,How long have we been around?
3,Science & Mathematics,wat is the solution to   x - 0.15x = 680 ?,"I do not get this.. & i have posted this a long time ago under a different account and i keep getting the same answer ""theres not a solution"" well there must be if its in my math book as a question."
0,Health,Why is answers so addicting?,Yahoo even knows it's addicting because they cut you off after ten questions or answers.
2,Entertainment & Music,Who sings this song??? ying Yang twins used the beat?,"The ying yang twins have a song called bedroom boom.. they used the beat from another song though. it is an older song, with kid sounding voices.. i think the hook says something like ""i will always be here for youuu!!"""
2,Entertainment & Music,How does it taste?,Imagine you're in jail waiting for your last meal before you are on your way to get hanged. then your last meal finally arrives.. u reluctantly eat it for fear of being a hungry ghost. u peed in your pants while thinking about how it's gonna feel like being hanged.. the question is.. HOW DID THE MEAL TASTE?\n\np.s. i feel like i'm writing a horror story
2,Entertainment & Music,any one know the song in the new SBC and AT&T comerical??,anyone know what that song is? it sound awsome!
0,Health,Why are we tired after we wake up?,"Aren't we supposed to be refreshed? Even if i get enough sleep, I'm still tired! Why?"
1,Sports,NY Ballroom Dance Information?,Can anybody recommend ballroom dance teacher or dance club  around Flushing or Great Neck. NY ? Because I live at L.I. 35Exit. Thanks.
1,Sports,Who loves Troy Polamalu's hair?,I would love to have hair like that. I think is hair is like a Samson thing goin on...
3,Science & Mathematics,Why is fire hot?,"I was standing next to a fire place and thought ""why is fire hot?"""
0,Health,"Is there any ""cure"" for knees that grind?",I dont think Im even close to a knee replacement.  I just want to do something NOW so maybe I wont need to have a knee replacement down the road!
1,Sports,Does anyone watch WWE wrestling?,I was wondering if anyone know the scoop on Shawn Micheals?
3,Science & Mathematics,What is computer engineering ?,What's the real meaning of computer engineering ? what a computer does for a living ?
3,Science & Mathematics,"Why do some clocks go ""tick tock"" and some go ""tick tick""?","It's a silly question, but laying in bed last night, listening to two clocks... my husband's and my own... I wondered what in their works made them sound so different?"
0,Health,what is a lung nogel or nogal not sure of spelling and where imformation on it?,medical question
2,Entertainment & Music,Where can i find lyrics to those real folk songs back in the day?,"I need lyrics to Ernest V. Stoneman songs, and tunes, maybe in midi format?"
1,Sports,need a program where i can plug in horsepower torqe and wheel size to get best gearing for speed and acc for d,am trying to get best speed and acc for forza race cars
3,Science & Mathematics,"a frog at the centre of a circle can jump half the radius, how many times will the frog jump to get to the cir",mathematics
2,Entertainment & Music,Whats your favourite Eminem Song?,"For All those Eminem Fans, Whats your favourite Eminem Song?"
0,Health,What is a good home remedy for a tooth ache?,I made a dentist appt. but it isn't until 2 weeks from now and my tooth is killing me. Orajel isn't working
2,Entertainment & Music,check this  JOKE out?,"two men meet in heaven after dying.\nFIRST MEN ask second one that how U died\nFIRST MAN-i came home late at night.i feel my wife is talking to some1 .i knock the door.she opened the door so late.and then i check the whole house but can't find any1.i keep thinking 'bout this the whole night.and in morning i got heart attack.so i m here.""WHAT 'BOUT U"" HE ASKED THE 2ND MAN\nSECOND MAN-HEY, DUMBO. IF U TAKE LITTLE PAIN TO OPEN THE FRIDGE THEN NEITHER U DIE NOR ME.\n\n\nhow's it"
1,Sports,Which country will win World Cup 2006?,And why?
2,Entertainment & Music,"Has anyone seen the green day movie,Bullet in a Bible?can you name 6 songs of their cd international superhits",international superhits cd and bullet in a bible dvd
2,Entertainment & Music,"What, in your opinion, is the best movie of 2005?","As a sidebar, put it into a category such as comedy, drama, horror, etc. Thanks!"
3,Science & Mathematics,Why do people blush when they are embarrassed?,Why do people blush when they are embarrassed?
0,Health,reason for palpitaion?,palpitation
0,Health,How can you lessen the appearance of a spider bite scar?,"I was bit by a spider on my upper arm about a year ago. Before I realized what happened, chunks of skin were dying and peeling off. I used (I know this was dumb, but I had no idea what was going on) a pair of fingernail clippers to remove some of the yuk ... thus infecting the wound with a staph infection. The doctor had to cut away so much of the flesh around the bite that it's never healed properly. Now I have an enormous gash on my arm and I'm uncomfortable wearing sleeveless shirts. \n\nAny ideas of how to fix this problem? It resembles a huge chicken pox scar mixed with a moon crater :) Help!"
2,Entertainment & Music,Do you think Alistar will die on Passions?,It's a soap opera!
0,Health,how do you get your mate to stop drinking?,"he drinks morning, noon and night"
2,Entertainment & Music,"will the seinfeld episode ""the puerto rican day"" ever reappear in syndication?",ive only seen it once
3,Science & Mathematics,What is the chemical formula of Flyash?,please give ur answer with refrences..
1,Sports,Who's going to win tonight's game? Lakers or Cavaliers (Kobe or Lebron)?,If you had to gamble for this game who would you choose and how much money would you gamble for?
2,Entertainment & Music,Who likes this song and can you think of a name for it! It is one I made up!?,"When I see your face, \nNo words can describe,\nHow I feel inside,\nOwooh ooo\nYou lift my spirits,\nYou conquer my fears,\nAnd when I'm sad you even Dry my tears.\nYou are the most special thing in the world to me,\nAnd darlin' I mean it's true,\nThe most special thing in the world to me is you.\nI don't get to see you that oftern, \nbut when I do is't the best,\nI don't get to see you that oftern,\nBut when I do it's just nice to have a have a rest,\nYou are the most special thing in the world to me,\nAnd darlin' I mean it's true,\nThe most special thing in the world to me is you.\n\n\n\nPlz can you tell me if it is lame and if so which bits. and what could be better. \nThanks"
3,Science & Mathematics,Are you a visualizer?,"Some people can close their eyes and ""see"" an item in detail (such as an image of an apple) while others have a much harder time seeing that which is not there.  What are you?"
2,Entertainment & Music,What is the point of horoscopes?,"What is the point of horoscopes, and why do you believe them?"
3,Science & Mathematics,essay-footprint of god in the technological world:a myth or reality?,i want standard essay body materialas a answer in return of this question.
0,Health,"Is there a way to ""jumpstart"" one's metabolism in a healthy way?","I know diet and exercise have their place in changing metabolism, but isn't there also some vitamin or mineral that helps to ""turbocharge"" metabolism?  Or am I falling for an old wives' tale? :)"
2,Entertainment & Music,Who is your favorite horror writer?,Mines Clive Barker.
2,Entertainment & Music,A Practical Riddle?,Dingleberry Dave was driving his semi under an overpass when suddenly he came to a screeching halt. Dave wasn't paying enough attention and inadvertently drove under the overpass that was just barely as high as his truck. The semi was wedged so tightly that he could not go forward or backward. A fellow trucker came by and told him how he could easily get the semi out from under the bridge. What did he suggest?
2,Entertainment & Music,Which bands today do you think will make it? Are there any hidden legends around I haven't seen?,"I feel music has gone dowwwwwn hill in the last 20 years.  I haven't heard any talent at all.  Where are all the Led Zeps, Pink Floyds, Van Halens, AC/DCs, Metallicas.. ya know.. the BIG bands that everyone has at least heard of??"
2,Entertainment & Music,what would be the best guitar?,"electric,  and over four hundred dollars"
3,Science & Mathematics,space missions,Why are we spending so much money on space when we do not have a decent health insurance to all the public?
2,Entertainment & Music,How many of you miss the old Tiger Beat and Teen Beat mags of the 1970s?,"Back then, they looked happy and welcoming. Today's teen magazines look all too serious (At least that's what I've seen)."
2,Entertainment & Music,what is naruto?,what is naruto anyway?
3,Science & Mathematics,what is the answer to a(2a +b ) when a= -5 and b= 4 ?,I CAN'T FIGURE THIS OUT SO IF YOU DONT WANA HELP AND JUST WANA SAY THIS IS CHEATING THEN DONT POST.
3,Science & Mathematics,What is a Graupel?,Head a reporter use the word.  Any clue what a Graupel is?
0,Health,"Ear canal got dried, not producing wax anymore, I hear echos in the canal when sounds come in. Infection?","I felt as if water trapped inside. So I used cotton but I felt water was there. Or I thought it might be wax blocking but not like that as the doctor I visited said. And the sounds started to echo inside my ear so I hear a sound twice, one real, one echo. I visited a coctor and used the precribed medicine but my ear got dried and no wax coming out anymore. Now it's still the same even though I'm using the prescription- oxymetazoline hydrochloride. I feel better sometimes when it is inside but I feel the problem is still the same. I will have to visit to the clinic again. I feel uncomfortable."
0,Health,some of the interview question and answers on why you want to be a hospital attentend.?,What are some of duties of hospital attended.\nWhat is the Pay like.\nwho is the person who looks after the Hospital attendent.\nwhat are some of the rles to take days off.
0,Health,Is it possible to be alergic to beans?,"When I was pregnant with my second child I found that eating beans would make my chest tight, it felt like I could never eat again.  Since then I have had this issue, pretty much every time I eat any kind of bean it feels like my throat closes up.  Is this an alergy?  I'm better in a couple hours & don't have any kind of rash... it's just odd."
0,Health,Which protein bar tastes the best?,"I think Promax Double Chocolate are the best, but I've only tried a couple. Are there better tasting ones out there?"
2,Entertainment & Music,"Do you like Laguna Beach, the OC, and shows like that?","Personaly, I don't at all. Highly overrated."
1,Sports,will the DALLAS COWBOYS MAKE IT TO DA BOWL?,DO YALL THINK THAT DALLAS IS GOOD ENOUGH THIS YEAR WELl after several years of struggling i think they are doing pretty dang good but will they make it to at least the nfc afc playoffs?
0,Health,richard works for me and he is getting grey hair and losing weight. What might be causing this?,"Richard is in his early 30's and works for me, he is of a quiet disposition and generally very calm by nature. We [those in the office] wonder what could cause such rapid weight loss and whitening of the hair? Gambling? Drugs? Something is just not right."
0,Health,What kind of fruits make me have constipation and what kind of them don't make any constipation?,name them please.
1,Sports,Who will win in the current test match b/w India & Sri Lanka?,Any predictions???
0,Health,Does anyone know if Trigger Points are more common in someone with diabetes?,I am a massage therapy student and I am doing a project on Neuromuscular Therapy.  I was wondering if these two were connected in anyway.  Thank you for any help you can give me.
1,Sports,Who won the first Superbowl?,What team won the first super bowl and does any team have the highest nuber of superbowl wins and back-to-back SB wins than Dallas?
1,Sports,who has one the most college world series (baseball) national championships? And 2nd most too?,ill vote u best answer if u can tell me who and how many first
0,Health,what are the symptoms of depression?,"my wife and i are divorceing and she having health problems. doctors cant find anything problem areas are chest,arms and legs"
2,Entertainment & Music,WHAT DO YOU THINK OF CHRISTINA AGUELERA BEING PREGNANT???,"I THINK SHE DOING SOMETHING WITH HER LIFE OTHER BEING A ""DIRTY""GIRL WITH REDMAN"
3,Science & Mathematics,How can RNA be formed from the molecules and conditions present on early Earth?,"Can short-strain proteins that have catalytic properties form from the amino acids? Can such very simple proteins catalyze the production of more complex and stable ones that in turn might produce RNA? Is there some other possible mechanism? I've read the RNA world article on Wikipedia, but it doesn't provide an insight to this very fundamental question which might explain the origin of life."
0,Health,How to prevent infant from influenza virus ?,"Yes, how can I prevent my infant from influenza virus meanwhile she also has allergy problem. From her nose and throat we can hear like people who have cold or flu voices. She is almost 5 months old. I have visited doctor many times and got some medicine from doctor, but it doesn't work. My baby still in cold and flu condition. please help."
3,Science & Mathematics,"Does a Magnetohydrodynamic Engine really exist, or is it still theory?And how well does it work?","Read a book that used them in the storey line, and it made me very curious.  They could certainly revolutionize oceanic industries around the world, if they worked, and had the right oil to not overheat.  Immagine going as fast as molecular friction would allow to go to....Paris!  Or Greece!"
3,Science & Mathematics,"Why is the head of a coin associated positively, and tails as negative?",Heads-positive\nTails-negative
1,Sports,I think Dwayne Wade Should Win the MVP what do you think?,Top Five\n1. Dwayne Wade\n2. Elton Brand\n3. Kevin Garnnet \n4. Baron Davis\n5. Tim Duncan
0,Health,Why is my hair falling out?,I have been losing a lot of weight lately - intentionally - through diet and exercise.  Can this be causing by hair to fall out?
3,Science & Mathematics,what does a molecule of light look like?,can we see what a molecule of light looks like?\nCan we see what the basic structure of light looks\nlike at an molecular level?
2,Entertainment & Music,Who buys all of those Mariah Carey albums?,Her royal priestess recently appeared on the cover of the British edition of Esquire magazine. According to the cover she has sold 233 million cds!
3,Science & Mathematics,any good website for solved puzzles?plz solve the following.plz help me out with detailed soln.thnks ..?,"1.there are 100 men in town. Out of which 85% were married, 70% have a phone, 75% own a car, 80% own a house. What is the maximum number of people who are married, own a phone, own a car and own a house ? .\n\n2.There are 10 Red, 10 Blue, 10 Green, 10 Yellow, 10 White balls in a bag. If you are blindfolded and asked to pick up the balls from the bag, what is the minimum number of balls required to get a pair of atleast one colour ?"
1,Sports,How popular is rugby in america?,is rugby played at schools and and clubs?
1,Sports,what kind of a cheap vacation can you have in Minnesota?,a fun filled low-budget winter vacation
1,Sports,Who's the greatest NBA player of all time?,"Going back to the origins of the NBA, name me the best overall player and why?"
1,Sports,shouldsaurav ganguly be there in the indian team?,"he has not been in the best of form ,so shouldnt he be replaced by wasim jaffer"
2,Entertainment & Music,what r the top 5 best movies ever?,details if u can
2,Entertainment & Music,italian music terms?,"voce,sotto,tempo giusto,morendo,amabile,quasi,l'istesso"
2,Entertainment & Music,Who's your favorite stand-up comedian?,I like Carlos Mencia.
3,Science & Mathematics,A wave with a frequency of 10 Hz moves 360 m/s?,(a) What is the wavelength of the wave?\n\n(b) What is the period of the wave?
2,Entertainment & Music,What do actors think about when they're uh...acting?     :0?,Are they thinking about how they look or what's really going on in the movie?\n\n0.o
1,Sports,"How do I find a job within motorsports, prefferably as a race engineer?","I've got an ME degree and a decade of amatuer motorsports experience, but there's no clear path into the full-time paid motorsports industry. Without getting lucky or waiting for networking to pay off, anyone have advise or opportunities?"
0,Health,who is the best foot docter?,i have bunyan problems
2,Entertainment & Music,who's your favorite rap group?,mine is G-Unit
0,Health,Why can't I sleep with my contact lenses in?,"Scientifically, what happens?  (I use Acuvue2)"
1,Sports,What is going on with Patrick Elias?,"Will he play soon? Will he play well? Anybody have any insight on this?\n\nIn reality, I hope the guy gets well soon regardless of anything. \n\nBut, aside from that, I'm thinking about dropping him. His ""NA"" un-useable status has hurt me alot already, and I don't know if he's really even worth holding on to (isn't he pretty old?)."
3,Science & Mathematics,Why do high rise R.C.C Chimney have wind strakes attached to their surface.?,Use any Civil Engineering Professor from structural Design background
0,Health,How do you unblock your eustacian tubes (get your ears to pop) when sick?,"I've had a nasty, nasty cough and cold for the last week. One of the symptoms has been that my right ear has become clogged up.\n\nWhen I plug my nose and blow lightly, I don't get any response, even though this has previously worked for me on planes. Yawning just makes it hurt.\n\nAny medications or home remedies I should be trying? I'm currently taking Tylenol and cough syrup."
1,Sports,Name professional caliber feminine heavyweight female bodybuilders.?,To serve inspiration to big girls who have some desire to get started in sports
0,Health,removal of stones from saliva duct?,my wife has a stone in her saliva duct and once a month it swells up-looking for a solution.
3,Science & Mathematics,Are we alone in the universe?,Are we alone in the universe or are there little green men walking around
3,Science & Mathematics,why does one get a runny nose?,"i understand that you have a virus/bacteria etc etc,\n\nbut what does the body hope to achieve by flooding your sinuses and nose with -for a lack of a better term- ""snot""?"
1,Sports,"I read on http://www.wwe.com that Batista had a tricep surgery, how will these affect his wrestling career?","Batista is a very good wrestler/entertainer, when THE ROCK left wrestling i really feel WWE was incomplete, but then Batista comes and change it all, but once again, will he continue entertaining/wrestling or his career is over ?"
1,Sports,Can anyone recommend a good NASCAR fantasy league?,I'm a total newbie at this.  I follow NASCAR but have never done a fantasy league in any sport.
3,Science & Mathematics,what is the best weather website to get weather?,right know i currently browse weather.gov? is there anything better then that choice?
3,Science & Mathematics,State and prove automata theorem?,The above question is from the paper Discrete Mathematics
0,Health,"i am an iv drug user, using only 1 year, now i can't find veins and they roll when i do find anyone help?",dfgd
1,Sports,Who is your favorite athlete?,Who is your favorite athlete? Why are they your favorite? Have they inspired you to do the sport they do? How did you find out about them? Have you met them?
0,Health,what are foods that will \nhelp with my \nconstipation?,"I don't get bowel movements every day, more like every 3-4 days.I know that fiber will help me.I don't want to rely on them fiber drinks.I am going to stop eating out.I am not over weight.What are some foods that will help me?"
0,Health,How many men does a woman have to sleep with before she is considered a s!ut?,"Can she go with 10 guys in one day, or 10 guys over 1 month, is there a difference? regardless its 10 guys."
3,Science & Mathematics,How hot is a burning candle?,I am doing a science poject so I need to know how hot a burning candle is.
3,Science & Mathematics,Can you tell me some websites where I can learn about Maths ?,"That websites include Maths lesson, Maths exercises for Grade 8"
2,Entertainment & Music,i looking for some email pals that like days of our lives?,if u like days lets be email pals
3,Science & Mathematics,How do scientists detect planets among the billions of stars?,Please give at least two ways.
3,Science & Mathematics,How does a person live his whole life with the notion of impending death,"Just a philosophical question, nothing more."
3,Science & Mathematics,Is there a set density which separates Hardwood from Softwood?,The wood from trees is separated in these categories.  What specific measurement defines Hardwood from Softwood?
2,Entertainment & Music,I want to see a series in Animax called Ultra maniac. Where can I find it in the internet to watch?,This film is about fantasies and more. I like it alot and in my apt. in sg there is no animax so I searched it in yahoo but the web doesn't seem to understand. So anyone who reads this message posted you can e-mail me anytime to help you with your problem (it is an offer) so please helpme.\nHints:artoon\n- very interesthing\n- Has witches and normal boys and girls\n-cartoon\n- In animax\n- my fav cartoon\nAnd here is my e-mail address:\nQiting_cat@yahoo.com
3,Science & Mathematics,Why do people need sleep?,"We've always accepted it as a fact of life, but why didn't humans evolve to have excellent night vision (like cats) and be less efficient with food (burn more calories INSTEAD of sleeping)? Wouldn't this have worked just as well?"
2,Entertainment & Music,Why is Mos Def not more famous?,is it purely lack of marketing? or is he not as good as i think?
0,Health,What is the EASIEST way to loose weight for a female. I need quick weight loss.?,"I have to loose 15 pounds fast and I know the correct way. Diet and exercise , but there has to be a quick way. I am not worried about the healthy way right now. I need a quick fix to my problem. I have plans in one month and I have to drop 15 pounds"
3,Science & Mathematics,Is nanotech going to happen ever? I mean in a way changing our lives?,Will we ever have our cars in our pockets?
3,Science & Mathematics,what is the thermal conductivity of sulfuric acid as well as glycerol?,I'm doing a project on electropolishing and i need to do some heat transfer calculations for the electrolyte that i'm using...
3,Science & Mathematics,What are some of the basics of trigonometry?,Please give me some insight on basic trigonometry.
1,Sports,In the NFL how is it decided who plays who in the second round of the playoffs?,Is it ranking or record? New England won their division yet has the worst record of the AFC teams.
1,Sports,How do I add muscle to my fingers?,"I have long skinny fingers that always jam when Im playing football with my friends. I have pretty good technigue so it cant be that, so the next logical conclussion is that I have weak fingers. Does anyone know how to add muscle to ones fingers?"
0,Health,should a 85 yearold woman with dementia who hasbeen off her synthroid for 2yrs go back on it she has symptoms?,"She is in hospice, was not expected to live more than 6 mos. that was two years ago.  At that time they took her off all meds including the synthroid. She is doing pretty well now, but does have symptoms of hypothyroidism.  Should she be put back on now?"
1,Sports,How many Men's BB teams have made the Final Four and then not been in the Tourney the next year? Who and When?,Thanks!  (NCAA Men's Basketball)
2,Entertainment & Music,Song in untamed heart?,does anyone know the name of the theme song from Untamed Heart with marisa tomei and christian slater? its not listed on the soundtrack if anyone knows/has it please let me know!
2,Entertainment & Music,when is 1 higher than 10?,this is tricky! Not. How many of you have seen The top 20 countdown? that was a hint.
2,Entertainment & Music,BET YOU'LL NEVER GET THIS ONE.?,A guy is at home. He starts running and doesn't stop until he goes a certain distance. He turns left and goes the same distance. He stops and turns left again. He stops and goes left again. Finally he reaches home. He finds two masked men. Who are they?
1,Sports,Who invented football?,"Name, date"
3,Science & Mathematics,Formal Charge vs. Resonance Structures?,"Do we first stabalize all formal charges (and make them equal to charge on atom and minimize their spread) and then construct resonance structures based off the ones with minimized formal charge.\n\nOr do we construct resonance structures without any heed to formal charges and then pick the best ones taking formal charge into account.\n\nI am studying for a final and I would like to know how to answer a question like ""Draw the Lewis dot structure and resonance structures- if applicable"""
0,Health,At what age should a baby begin to talk?,Is it normal for a baby 27 months not to talk?
0,Health,"I am doing a coures in health & social care and looking for the code of practise in nursery,doctors, hospitals",please can you help me i need it A.S.A.P.
2,Entertainment & Music,jk: Romanian Culture?,"Some TVR (Romanian TV) reporters went to a village X to write an article about how does John chief shepherd spend a day. So they ask him to tell what does he during the day.\n\nJohn: Well... what to say... i wake up in morning... and i drink some alchool...(in fact a local type of strong alchool called tzuica - stronger then votca)\n\nReporter: Hold on shepherd John, it will not be good to let all country known that you drink at 1st hour in the morning. Tell that you read the newspaper...\n\nJohn: Well then... i wake up in  morning, i read the newspaper. After that i feed the pigs, read some news also. I work till lunch in a workshop time i will read 2-3 books. At lunch time i read some news-magazine.. and until night i collect the crop from the field, after that nighttime. After dinner i go to the village library with my friends and at 10pm when it closes we go all gang at Costel which he has a printing house."
1,Sports,playoff picture?,whose goinna win these games?\n\nNFC\nwashington @ seatle\nPanthers @ Chicago\n\nAFC\nPittsburgh @ Indy\nNew England @ Denver
3,Science & Mathematics,Capturing light in a container,Can we capture light in a container? Will it run and shine forever? What kind of internal material we should use in order to do that?
1,Sports,looking for entry into cooperstown dream park--our spot was sold by organization president---my team of 12 yr?,entry into 2006 cooperstown dreams park---kids have played in same organization for 3 years--we are now the right age to attend dreams park in 2006---the president of the organization has sold the spot to highest bidder and our boys (team) are left out---please help...
3,Science & Mathematics,Is there a difference between hard contact and soft contact perscription scales?,"I have an astigmatism and have had hard contacts for years. they irritate my eyes horribly, and want to know if switching to soft lenses is possible"
2,Entertainment & Music,RE: anten.com?,How do I read it in English.  Both Jokes & riddles as well as comics and animation
0,Health,i am thin and i weigh 104 lbs. Would you say im anorexic?  My friends tell me im anorexic.?,My ribs don't show or anything but am i anorexic?
2,Entertainment & Music,"Has anyone else seen the commercial where a naked woman is shown from behind, and shows her behind?","I only saw it once, and don't remember what was being advertised."
