Category,label,Description
Clothing & Accessories,1,"KIFAYATI BAZAR Kids Unisex Body Warmer Thermal Winter Wear (Top + Bottom) Multi-Color(Set of 2) A body-hugging thermal wear for icy days and chili nights Made from exceptional soft cotton, processed to draw moisture away Designed to be worn as undershirt and underpants"
Books,0,An Introduction To Mechanics
Electronics,2,"Zebronics CPU Cabinet With SMPS 121 Same design won't be gauranted , design will change according to availability, but u will get good design product for sure"
Household,3,"Generic White, Product Dscription : Summer Insect Prevention Elegant Round White Lace Bed Canopy Dome Mosquito Net P0 Brand Name: Famyfamy, Type: Single-door, Shape: Circular, Material: Polyester / Cotton, Feature: Folded, Use: Home, Style: Hung Dome Mosquito Net, Function: Mosquito Net, Applicable People: Universal, Model Number: IA416, is_customized: Yes, Age Group: -, Unit Type: piece, Package Weight: , Package Size:"
Books,0,The Better Angels of Our Nature: Why Violence Has Declined
Electronics,2,NISUN USB 3.0 PCI-E Express Add-on Card with 4 USB Ports and 4-pin molex Power Cable for Desktop PC
Household,3,"Malcom Sofa Set (4 Seater) Enjoy relaxing in your own back garden with Venturas stylish collection of garden sofas and lounging sets. From huge corner sofa units to arm chairs, love seats and sofa sets, we carry an extensive range of garden furniture to help achieve the look you want and create an outdoor oasis."
Electronics,2,"Quantum QHM7468 USB Vibration Game Pad Remote Joystick (Black, Pack of 2) Sl, microphone - condenser type, cord length - 6 feet (1.6m), cable length - 6 feet (1.6m), connector - 3.5mm stereo plugx8."
Clothing & Accessories,1,Me Now Super Matte Lip Liner Pencil (Set Of 12) - P102 Me Now Super Matte Lip Liner Pencil (Set Of 12) Which Is Long Lasting And Draws Smooth Lines
Household,3,"Royaloak Zara Study Desk (Wengey) Compact in size, well-built and with an elegant dark finish, this study table would give your study room added utility and style. The table is made of MF and has several small and big shelves to place books, files and stationery. The table also has ample leg room and is ergonomically sound."
Clothing & Accessories,1,Tara Lifestyle Blue Slim fit Printed Denim Jeans Pant for Kids-Boys Jeans Pant - 3001 PRNT Tara Lifestyle slim fit Denim jeans pant for kids-boys jeans pant.
Household,3,"eerafashionicing Pink Roses Satin Fabric Flower Applique (8x5cm, Rose Pink) These satin flower appliques are lovely for decorating your any craft, party dress, dolls, hair accessories, hat, bag etc The lace ribbon is elastic and top quality. Wide: Approx. 1.77 inch / 4.5 cm. Length: Approx. 5 yards. Material: Polyester. Colour: White. Package includes: 5 yards lace trimming satin flower applique."
Books,0,"The Science Book: Everything You Need to Know About the World and How It Works About the Author Marshall Brain is the founder of the award-winning website HowStuffWorks.com. A graduate from Rensselaer Polytechnic Institute, he earned his master's in computer science from North Carolina State University, where he later taught. Named one of the Carolina's top entrepreneurs by Ernst & Young, Brain is also a distinguished speaker and author of more than a dozen books, in which he masterfully simplifies complex subject matter into a digestible format for people of all ages and experience levels."
Household,3,Nilkamal Leo Computer Table (Beech) Nilkamal Leo Computer Table (Beech)
Clothing & Accessories,1,"Snowhite Printed Slip For Girls Pack of 4 from Bodycare Bodycare Brings a new collection of Disney Printed Girls Slip Pack of 4, 100% cotton fabric with attractive design and stylish trendy look."
Electronics,2,HP DeskJet 2675 All-in-One Ink Advantage Wireless Colour Printer (White) Get connected and start printing fast with an easy setup from your smartphone or tablet. Easily manage printing tasks and scan on the go with the HP All-in-One Printer Remote app
Electronics,2,"Generic Laptop Replacement Screen Edp Slim LED 30 PIN for Dell INSPIRON P51F Laptop (15.6-inch) Generic laptop spare screen edp slim led 30 pin for dell inspiron p51 f laptop (15.6-inch) , it is engineered to excellence and ensures matchgless performance."
Clothing & Accessories,1,LAA Girl's Cotton Text Print Onesies and Bloomer with Headband Set White A charmingly trendy look awaits your little one on the other side of wearing this set
Household,3,EQUAL Steel Portable and Convertible Folding Lounge Recliner Chair Cum Bed with Adjustable Backrest and Footrest for Garden and Outdoor (Black)
Clothing & Accessories,1,Zacharias Black Fedora Hat for Kids (5-12yrs) It gives you stylish and trendy look
Electronics,2,"Samsung 23.5 inch (59.8 cm) LED Monitor - Full HD, Super Slim AH-IPS Panel with VGA, HDMI Ports - LS24F350FHWXXL (Black) Size name:24 Inch   Super slim panel: At an incredibly slim 10 mm as slender as a ballpoint pen - the one-piece panel is more than twice as thin as standard Samsung monitors."
Electronics,2,"boAt BassHeads 100 in-Ear Headphones with Mic (Black) Colour:Black   boAt BassHeads 100 stereo in-ear earphones are designed to give you an experience which no other product can match. As the headphones feature 10mm drivers, they give you clear sound with that enhanced bass. In-Built noise isolation mic ensures you don't miss those important calls. With two exciting Colors that match your style in your day, the boAt earphones are the ideal choice for anyone who can carry the ""Hawk Attitude"". Just plug them in and plug into nirvana."
Books,0,"Principles and Practice of Accounting: With Quick Revision Guide About the Author P. C. Tulsian, Additional Director (Former) Board of Studies, The Institute of Chartered Accountants of India, New Delhi, Principal, Ramjas College, University of DelhiBharat Tulsian, Chartered Accountant Associate Director, KPMG."
Household,3,Nivea Men Fresh Active Shaving Foam - 200 ml Nivea men fresh active shaving foam. A refreshing foam that prepares the skin ideally for shaving with anextra kick of freshness.
Household,3,Bharat Lifestyle Tulip Five Seater Sofa Set 3-1-1 (Black) Overall Height (cm) :3 Seater: 70 cm; 1 Seater: 70 cm Seating Height (cm) 3 Seater: 38 cm; 1 Seater: 38 cm Overall Width (cm) :3 Seater: 180 cm; 1 Seater: 60 cm Overall Depth (cm): 3 Seater: 45 cm; 1 Seater: 45 cm
Household,3,"GOCART WITH G LOGO 12 Inches Super Strong Folding Step Stool for Adults and Kids, Kitchen Stepping Stools, Garden Step Stool Blue Kitchen Stool (Brown) 100% brand new and high quality. Light plastic material, Compact, practical and durable Foldable and portable, easy to carry, you can take it wherever you are A necessity for fishing, traveling, and other outdoor activities Specifications: Type: foldable Stool Material: Plastic Color: Random Size: 10X10X8inch Weight: about 450g Package Included: 1 x foldable Stool"
Household,3,"Generic 50Pcs Tibetan Silver Flowers Charms Pendant Beads For Jewellery Making Description: Antique flower-shaped pendants Exquisite and fine workmanship Can be used as charms or necklace pendants Suitable for both man and woman to wear Length: Approx. Ã‚Â 0.40--0.87inch / 10--22mm Hole Diameter: Approx. 0.08--0.12 inch / 2--3mm Material: Alloy Color: Silver Package Includes: 50pcs flower shaped pendants Note: Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the color tone of the website's photo and the actual item could be slightly different."
Clothing & Accessories,1,FOOTPRINTS Baby Organic Cotton Socks- BigDot - Pack of 3 Pairs These Footprints socks are Made from pure organic cotton and ecofriendly fibers and colors . They are free from harmful chemicals and coloured dyes which may cause harm to super sensitive skin of your baby. Footprints socks are blended with ecofriendly fiber which does not allow bacteria to grow hence making them antibacterial. Key Features 1. Organic Cotton 2. AntiBacterial 3. Anti Microbial 4. Anti Allergic- No Skin rashes and irratation
Electronics,2,"Honor MediaPad T3 10 Agassi-L09HN Tablet (9.6 inch, 16GB, Wi-Fi + 4G LTE, Voice Calling), Luxurious Gold Size name:16GB   A tab for your little one to play his/her favourite games, a tab for your loved one to browse the Internet, a tab for all your work needs - the Honor MediaPad T3 10 can be customized to the users liking for ease of use. The rich display comes with features such as the Eye Comfort Mode to prevent eye-strain while using the tab for long hours."
Electronics,2,"WeCool Metal in-Ear Booming Bass Wired Earphone (W002) with Inline Mic and MFB Controller for Mobile Phones, Laptop and Computers (Grey)"
Books,0,WINGS OF FIRE WINGS OF FIRE
Household,3,"Protoner 6 in 1 Adjustable Bench, Adult Protoner 6 in 1 adjustable bench, made of 2"" x 2"" pipe structure and well cushioned seat, can be used for incline, decline, flat bench press and leg raise, can take 250 kgs including user weight"
Household,3,Fairy Dolls Girls Party Wear Frock
Clothing & Accessories,1,"Gini and Jony Boys' Regular Fit Shorts Elasticated waist band, contrast colour draw cord, tape detail on back pocket, classic fit."
Electronics,2,"MOCA Smooth Touch Matte Hard Shell Skin Cover Case For 13 to 13.3"" Laptop with 3 Macbook Saviour Accessories (Pink) Colour:Pink   Premium quality rubberized case with polycarbonate material, which is shatter-proof and will protect your MacBook all around"
Books,0,"Wallstick 'Family Tree' Wall Sticker (Vinyl, 49 cm x 4 cm x 4 cm)"
Books,0,"Egypt - Land Of The Pharoahs: Discover the Wonders of Ancient Egypt; Includes 6 FREE Postcards (Book and Print Packs) About the Author An innovative team of book developers, creating original publishing and packaging solutions for customers around the globe."
Electronics,2,SuperdealsForTheinfinity Tempered Glass for Samsung Galaxy M20 6D Screen Protector 6D Curved Scratch Resistant for Samsung Galaxy M20 6D Screen Protector (Black) Colour:black   Tempered Glass for Samsung Galaxy M20 Screen Protector Curved Scratch Resistant for Samsung Galaxy M20 Screen Protector (Pack of 1)
Clothing & Accessories,1,Kid's Stop Girl's Blended Lehenga Choli Set Make your little ones look cute and stylish with this lehenga choli from kid's stop. It is made of fine quality blended material that keeps your kids comfortable all day long. Team it up with matching accessories for a complete attire.
Clothing & Accessories,1,UNO Boys Pure Cotton RED Beach Print Shorts/Boxers Cotton
Electronics,2,"Kensington Orbit K72352US Wireless Trackball Mouse (Black) BRAND : Kensington, Kensington Orbit Wireless Trackball Mouse (K72352US)"
Electronics,2,Silicon Power 8GB DDR3 PC3L-12800 1600MHz 204-Pin Laptop Memory Model SP008GLSTU160N02 Highly compatible with different models of computers and motherboards using AMD and Intel platforms
Household,3,Forzza Archie Side Table with Storage (Wenge) Color:Wenge   A contemporary designed side table made in high quality engineered wood. The open spaces are ideal for storage and the contemporary designed coffee table will match any interior. Clean using a damp cloth and wipe dry. Delivered flat-packed. Simple DIY assembly needed. Instruction manual provided.
Electronics,2,"Zibuyu 4010/2P 4Cm Mini Dc Brushless Chassis Graphics Card Cpu Cooling Fan 2Pcs 4010/2p 4cm Mini DC Brushless Chassis Graphics Card CPU Cooling Fan 40mm x 40mm x 10mm Item Specifics:Voltage: 12dvcBearing Type: Sleeve Connector: 2pin(2.0)Applicable for: CPU Fan,SB/NB FanDimension: Approx.40*40*10mm/1.57""*1.57""*0.39""Package inckuded:2 X Fan"
Electronics,2,TP-Link Archer T2U AC600 Wireless Wi-Fi Dual Band USB Adapter Style name:AC600   Wireless AC600 DB USB Adapter
Books,0,"Distributed Systems About the Author George Coulouris, Cambridge University.Jean Dollimore, Formerly of Queen Mary, University of London.Tim Kindberg, matter 2 media.Gordon Blair, Lancaster University."
Books,0,"Save the Cat!: The Last Book on Screenwriting You'll Ever Need About the Author Blake Snyder (1957-2009) worked as a screenwriter and producer for twenty years. His book Save the Cat!: The Last Book on Screenwriting You'll Ever Need and its sequels have guided screenwriters, novelists, and other creative thinkers for years and continue to be bestsellers. His methodology is also used by many development executives, managers, and producers due to its precise, easy, and honest appraisal of what it takes to write and develop stories in any medium."
Electronics,2,High-Profit Prospecting: Powerful Strategies to Find the Best Leads and Drive Breakthrough Sales Results
Books,0,"Ramayana - C.R. About the Author C. Rajagopalachari was an Indian lawyer, independence activists, politician, writer and statesman. He was the last Governor General of India and has served as leader of the Indian National Congress, Premier of the Madras Presidency and Governor of West Bengal."
Books,0,"Operating System Concepts, Binder Ready Book"
Household,3,"A10 Shop Delta S1 Home Decor Wall Shelf/Rack-Set of 4 (Matt Finish) (Wenge) Color Name:Wenge   The Delta S1 Floating wall shelves are ideal for storing and displaying collectables, photos or decorative items. This shelf will add a contemporary touch to your dining room, living room or office. The shelf board is made from MDF which is strong and long-lasting. The wenge laminate with matt finish will protect the shelf and also give a sophisticated and modern look to your home. It comes with a 1-year limited warranty against manufacturing defects."
Electronics,2,"Generic 1M ISI Marked 250V Copper Power Cable Cord for 3 Pin Laptop Adapter Charger (Black) Power Cable Cord for 3 pin Laptop Adapter Charger - 1 Meter/ 3.3 Feet - Full Copper ISI Certified. 1 Year Warranty COMPATIBLE - with HP, Dell, Lenovo, Sony Vaio, Toshiba, Wipro, LG, ASUS, Samsung, IBM, Acer, Micromax and most other Laptop Adapters/ Chargers. FITS MOST BRANDED- Laptop Adapter/ Chargers: Universal AU 3-Prong AC Power Cord 3 Pin Adapter Cable. Fit most Laptops, Game Players, Cameras, Printers, AC Power Adapters or Chargers."
Electronics,2,"AmazonBasics Multi-Angle Portable Stand for Mobile Phones, Tablets and E-readers,White Colour:White   AmazonBasics Multi-Angle Portable Stand for Mobile Phones, Tablets and E-Readers"
Clothing & Accessories,1,PalmTree Boys' Regular Fit Jeans Palm Tree boys blue jeans.
Household,3,"Swayam Kids N More Digitally Printed Mercerised Cotton Standard Cot Bumper - Multicolor Make your kids happy by making their cot as they desire. They generally love cartoons and toys, therefore whatever you bring for your child, they must contain either cartoons or toys. You can bring a smile on your kids face by surrounding their cot with attractive cot bumpers. These bumpers will protect your child as well as create a fun and exciting."
Household,3,"Forzza Oreo Single Size Kid's Bed (Green) Color:Green   The oreo bed is ideal for children's room and is made of engineered wood. The bright colors will liven up any space. The headboard has shelves for small knick-knacks and curios. Colour variants: Blue, pink."
Electronics,2,"Pasow Cat5e Ethernet Patch Cable RJ45 Computer Networking Cord Lan Network Cable (Blue, 120 Feet (40 Meters)) Purchase only Guru R.S Traders Ethernet Patch Cord RJ45 Lan Straight Network Cable High Performance RJ45 Ethernet Patch Cable provides universal connectivity for LAN network components such as PCs, computer servers, printers, routers, switch boxes, network"
Household,3,Craftsneed MDF Partition Shadow Box-Big CraftsNeed 100% Brand New Quality SIZE:15x12x1.  Single pcs 9 partitions Solid MDF box
Household,3,"Unique360 Rex Garden Outdoor Set ,Garden Patio Seating Set 1+2 (2 Chairs And Table Set) We Never Allow Any Body To Sell This Product Plzz care full for Other Fraud Seller This Out Door set Is Best Of Our Expert Designs -Its A unique Out door set With 2 chairs one Table -Material: Frame Of Wrought Iron And Rattan Weave -Care:Resistant To Both Sun And Rain -Color: Brown -Durability:Non- Breakable and Easy to handle Lightweight and durable Long Life and Eco-Friendly for En"
Clothing & Accessories,1,"Wish Karo Baby Girls Party Wear Frock Dress (Pink/red/Gold/Silver-Net) Your Little angel will look classy when you dress her up in this beautiful elegant dress from Wish Karo. It has soft net and non pricky. Ideal for all party occasions, birthday, festive and gifting . Wish Karo has an excellent collection of Baby Girls Party wear dresses like Gowns, long frocks, premium Lycra dresses, Ethnic Lehenga - Ghaghara Cholis as well as Silver jewelry and articles"
Household,3,"M.G Enterprise Grey Mix 200 Gm Wool Ball Hand Knitting Wool / Art Craft Soft Fingering Crochet Hook Yarn, Needle Acrylic Knitting Yarn Thread Dyed Size:200 gm   M.G Wool is ideal for knitting sweaters, Art & Craft, etc. Items made from this yarn may be laundered through the use of water, detergent or soap and gentle hand manipulation; No bleach product may be used."
Electronics,2,Gigabyte GV-N1050G1 Gaming-2GD Graphics Card (GV-N1050G1 Gaming-2GD) PCIE-3.0x16/2GB GDDR5/128 bit/HDMIx3/DP/Dual-Link DVI-D/With BackPlate Style name:Boost Clock 1556 MHz                                                                                 |                            Size name:2GB   Powered by GeForce GTX 1050 and integrated with 2GB GDDR5 128bit memory. Featuring windforce 2X with blade fan design
Household,3,"Forzza Bristol 4-Shelf Bookcase, Walnut Color:Walnut   Bristol 4-shelf bookcase is made of high quality engineered wood and comes in three different colors. The simplicity of this design is inspired from the Scandinavian countries and is ideal for storing books, curios and any other objects. This sleek design will complement any furniture and its versatility ensures that it is a good buy. Available in two other colors too."
Electronics,2,TP-Link UE330 3-Port USB 3.0 Mini Data Hub Style name:UE330   TP-Link 3-Port USB 3.0 mini data hub with 10/100/1000 gigabit Ethernet LAN network adapter for Apple MacBook Surface Pro XPS Laptop Ultrabook Chromebook PC Mac and more (UE330).
Electronics,2,"MOSISO Water Repellent Lycra Sleeve Bag Cover Compatible 13-13.3 Inch Laptop with Small Case Compatible MacBook Charger, Baby Pink Size name:13-13.3 Inch                                                                                 |                            Colour:Baby Pink   Why should take this bag? This Mosiso Water Repellent Lycra Sleeve Bag Cover offers a simple and yet fashionable way to protect your MacBook or Ultrabook Netbook Tablet while you are on the go. Mosiso 1 year warranty on every bag."
Electronics,2,USB to RS232 Serial DB9 9Pin Port Converter Cable Lead for XP Win 7 8 Note: It does not work for Win7 win8 Vista 64bit system. It does work for Win7 win8 Vista 32bit system
Clothing & Accessories,1,"Mothercare Baby Boys' Regular Fit Sleepsuit Happy little bunnies will look delightful in this all in one, perfect for cozy cuddles with mummy and daddy."
Electronics,2,"WD My Passport 3TB Portable External Hard Drive (Blue) The My Passport portable drive is trusted to store the massive amounts of photos, videos and music you love. Available in an array of vibrant, fun colors, the sleek style fits comfortably in the palm of your hand, so you can easily take your treasured content everywhere you go."
Books,0,Review of PGI Chandigarh Post Graduate Medical Entrance Examination - Supplement May 2018 Review of PGI Chandigarh post graduate medical entrance examination supplement for May 2018.
Household,3,"kaushalendra Hammock Swing Chair for Adults Nylon Rope Swing MULTI COLOUR COTTON ROPE HAMMOCK SWING. Features: * Material: Nylon Rope * Color: multi color * Style: Contemporary * Capacity: 125 Kg * Number of Seats: 1 person * Swing Height: 200 cm, Length: 55 cm, Width: 55 cm * Delivery Condition: Assembled * Best for living room & Balcony * Quantity: 1 Piece (Swing)."
Electronics,2,"Alifiya HP DeskJet 2131 All-in-One Printer Washable Nylon Cover (Blue) Its manufacture from good quality material.This cove is save your printer from dust. This printer cover is washable ,so when ever if cover is dirty you can wash with water."
Electronics,2,"Sony Microvault Tiny 16GB Pen Drive (Black) The flash drive that doesn't stick out like a sore thumb - USM-M1 features a compact, flat and stylish design that keeps your PC looking nice and tidy, plus it won't block access to adjacent ports. Ideal for use with mobile devices such as netbooks. When space it tight, its advantages shine through."
Clothing & Accessories,1,"Arshia Fashions Boys Shirt Waistcoat and Pant Set Party wear - BY174 Our little champ will look his best when wearing this handsome Shirt Jacket and Pant set . This regular-fit set is comfortable to wear and exhibits a fine finish. This set features attractive design and looks just irresistible. Arshia Fashions a noteworthy manufacturer, exporter and supplier of a wide collection of Kids wear. Here you can find a wide range kids ethnic wear and western wear which includes kurta pyjamas, indo western, sherwani, pathani suit set and t-shirt, Jeans, trouser, shorts etc"
Clothing & Accessories,1,FirstClap Denim Full Length Dungaree for boys & girls| dress for boys| Jumpsuit for kids | Unisex Firstclap play full dungaree. Boys dungree made of Denim twill make your child to feel comfortable.the dungaree shown is Full length
Household,3,Nilkamal 3-Door Corner Cabinet (Ivory) Size:Standard                                                                                 |                            Color:Ivory   Multipurpose corner cabinet; Can be used anywhere in the House.
Clothing & Accessories,1,New Day Girls Cotton Panties Pack of Ten It's a set of 10 cotton panties. Note: The product color might change depending on the stock.
Electronics,2,Casio NJ-120D-BU Portable Calculator (Blue) * 12 digits. * Extra Large Display. * Localised number system. * 150 checks check. * Review & Auto Review. * Dual Power - Solar/Battery * 3 years warranty by Casio India
Clothing & Accessories,1,"Kuchipoo Unisex Kids Hooded Sweater Jacket Zipper Orange This product is made from fleece and finished in an attractive orange color. It features long sleeve, hooded, zip closure and is targeted towards both boys and girls. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
Clothing & Accessories,1,"Jainsons Women's Belt This product is made from waxed cotton cord and finished in a attractive white color. Add a stylish element to your look by getting this belt. Crafted from the finest quality fabric, this white colored belt is sturdy and highly durable. It is reversible and comfortable to wear with an eye catching design and alluring colour. This piece will go well with almost every type of attire.belt widrh is 2cm, length is 160cm approx."
Clothing & Accessories,1,"BODYCARE Pure Cotton Plain Multi-Coloured Trunk for Boys & Kids (2053-Packof4) Bodycare Brings a new collection of Boys Brief Pack of 4, 100% cotton fabric with attractive design and stylish trendy look."
Electronics,2,"NISUN USB 3.0 CD DVD-RW Drive, External CD/DVD-RW Writer Burner Drive for Laptop and Desktop PC"
Clothing & Accessories,1,"Royal Men's Art Silk Blend Dhoti Kurta Set_Golden Accompanying the royal heritage.Royal Kurta Being india's largest and fast growing brand in men's ethnic wear brings out the most unique collections of dhoti &kurta sets .In almost 100 designs and 100 unique colours.Being the popular brand we assure the best price ,comfort and unmatchable stich and size customization in every product delivered.Kurta's are worn loose we recommened consider your shirt size while buying our products."
Clothing & Accessories,1,"BODYCARE Combo of Multicoloured Cotton Brief for Boys Pack of 4 Bodycare Brings a new collection of Boys Brief Pack of 4, 100% cotton fabric with attractive design and stylish trendy look."
Electronics,2,"Lapcare Multi Function Stand (Lap Station) Ergonomically designed laptop station is with adjustable height, angles and auto lock joint. Lap Station is a bliss for people who have a habit of working while sifting on bed, floor or couch for long hours. It keeps the laptop screen at eye level and makes working less tiring by reducing eye and neck strain, apart from providing support to hands to help type faster. Lap Station is compatible for all models of laptop."
Clothing & Accessories,1,AP Boutique Baby Boy Shirt Jeans Pant Set Birthday Party Wear Clothes Short Sleeves Tshirt with Scarf Baby Boy Shirt Pant Set.... with fancy Scarf....Party Wear...Birthday Outfits
Books,0,"Competitive Handbook of Nursing-VOL 1 Usefull for all nursing competitive examination like AIIMS, PGI, SGPGI, RRB, GMCH, ESIC, RPSC, RUHS, MNC, AND ALL NURSING ENTERENCE"
Books,0,"Asian Hobby Crafts Rainbow Art Scratch Paper Book Sheets with Stylus, 10 Pages: Pack of 1pc : Size 8 X 5.5 inches Color:8.5 x5.5 Inches(1pcs)   This is a set of 10 scratch papers and one bamboo scratch tool. Scratching the paper with the provided scratch tool reveals vibrant colors underneath. Scratching these papers is a fun activity for children and will keep them engaged. It is exciting for the child to see the design when it is revealed."
Books,0,India Unlimited Book 4: The Sports Quiz Book 
Books,0,AIIMS PGMEE SOLUTIONS MAY 2018
Books,0,Think And Grow Rich SELF HELP BOOK BY NAPOLEON HILL.
Household,3,"Cello Oasis Four Seater Centre Table (Ice Brown) Color:Ice Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this center table is well crafted and designed."
Clothing & Accessories,1,BODYCARE Pure Cotton Multi-Coloured Chhota Bheem Brief for Boys & Kids (964-Packof6) Bodycare brings collection of Chota Bheem Boys Brief pack of 6 with highly streachable easy to comfort & stylish designs with 100 % cotton fabric
Electronics,2,Storite Hdmi Extender Female To Female Coupler Adapter -Black
Clothing & Accessories,1,"Zacharias Red Fedora Hat for Kids (4-12yrs) This fashionable Fedora Hat has a black satin band just above the brim. Style: Fedora Material: 35% cotton ; 65% Polyester Size: 58 cm Satin ribbon band Provides Great Protection! UPF 50+ Protection Packable & Crushable can be worn by kids unisex,Girl and Boy."
Household,3,"Ebee 1312016 Study Table Size:Rectangle Shape   Its top made of engineer wood and its leg are made of iron. It is best suitable for study, laptop table and laptop rise."
Electronics,2,SaleOn™ CLTLLZEN Financial and Business Office Calculator with Large LCD Display (Black)-804 SaleOn CLTLLZEN Financial and Business Office Calculator with Large LCD Display (Black)-804
Books,0,My London Travel Journal 
Books,0,41 Years (1978-2018) JEE Advanced (IIT-JEE) + 17 yrs JEE Main Topic-wise Solved Paper Physics 
Household,3,Artesia handcrafted 5 panel premium quality wooden room partition/wooden room divider
Electronics,2,"AmazonBasics Apple Certified 30-Pin to USB Cable for Apple iPhone 4, iPod, and iPad 3rd Generation - 3.2 Feet (1.0 Meter),Black"
Electronics,2,"Swiss Military 45 Ltrs Black Laptop Trolley Bag (LTB-2) Load up your laptop, files, cables, chargers and other accessories in style with this unique yet practical laptop overnighter."
Books,0,Mathematics for Joint Entrance Examination JEE (Advanced) Algebra 
Clothing & Accessories,1,612 League Girls' Shorts
Household,3,Amazon Brand - Solimo XL Bean Bag Cover Without Beans (Red and Black)
Books,0,How to Play Guitar Step by Step: The Complete Guide to Mastering the Guitar (Step By Step Book & DVD) 
Books,0,Models: Attract Women Through Honesty 
Electronics,2,"Dell 19.5V-3.34AMP 65W Laptop Adapter (Without power Cord) Design Features of Dell Laptop - Power adapter - 65 Watt (No Power Cable) The Dell 65-Watt Inspiron AC Power Adapter helps you to charge Dell laptops, with screen size ranging from 13-inches to 17-inches. The Inspiron power adapter provides you with continuous power supply. The adapter is lightweight for ease of use. The 3-pronged plug design of the Dell Inspiron laptop adapter prevents voltage drop. You can easily plug it into any wall outlet to deliver AC power to your laptop"
Electronics,2,"AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black) - 3 Pack Size name:3 Feet                                                                                 |                            Style name:Pack of 3   AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black) - 3 Pack"
Clothing & Accessories,1,Cherokee by Unlimited Boys' Regular Fit Shorts Cherokee apparel junior shorts. It is made of 100% cotton poplin fabric with checks pattern.
Clothing & Accessories,1,"Naughty Ninos Girls Pink Fleece Jacket Its time to snuggle up for your little ones and get cozy in this jacket from the House of Naughty Ninos. Made of polyester, the jacket is fillled with polyfill to insulate and keep your naughty one warm. Team it up with a denim or warm trouser and match it with tan boots to complete the look."
Electronics,2,"WensLTD Magnetic Auto Sleep Cover Case for KOBO Arua Edition 2 eReader + HD Screen Protective Film +Touch Pen Feature: 100% Brand new and high quality. This case have AUTO sleep function Open >turn on , Close > Turn Off The lightest and thinnest protective cover for KOBO  Arua Edition 2 eReader Wake or put your device to sleep by opening or closing the cover Secures your device without straps covering the front Magnetic clasp ensures cover is securely closed PU leather exterior protects with style Unique Design Weight:90G Package Included 1x Case 1x Touch Pen 1x HD Screen Protective Film"
Electronics,2,"AverMedia C285 Game Capture HD II TV Tuner Card Style name:Game Capture HD2   Avermedia's game capture hd ii is the best console mate that helps you collect and share in-game scenes. Simply connect it to your game console and the hdtv and recording 1080p gameplay is just one press away. Guess what, you don't even need a pc for that."
Books,0,English Literature: Its History and Its Significance for the Life of the English-Speaking World 
Clothing & Accessories,1,Sinimini Trendy Girls Leggings (Pack of 2) Sinimini Trendy girls leggings (pack of 2)
Electronics,2,"Sony SL-EG2 240GB TypeC USB 3.1 External Solid State Drive (Black) This high capacity, stylish and compact external SSD is the ultimate tool for smooth photographic and creative workflows. The USB Type-C/USB 3.1 Gen 2 interface delivers quick accessibility and fast backup, up to 540 MB/s (read), between a wide range of PCs and smartphones. Reliable and durable, the ""wave surface"" design also ensures a sure grip and fingerprint resistance."
Household,3,"100yellow Paper Buddha Posters, 12x18 Inches (Multicolour)"
Electronics,2,"Sandisk Cruzer Blade USB 2.0 64 GB USB Flash Drive Sandisk 64GB Cruzer Blade USB Drive. With its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 64GB , this USB drive lets you carry your photos, movies, music, and personal data wherever you go. High-Capacity Drive Accommodates Your Favorite Media Files. Simple Drag-and-Drop File Backup. Compact Design for Maximum Portability."
Books,0,Politics in India since Independence Textbook in Political Science for Class - 12  - 12119 
Household,3,"Bluewud Osnale Coffee Table (Wenge, Rectangular) BLUEWUD osnale coffee / center table (Wenge, Rectangular).Osnale coffee table has a rustic and natural style, it provides plenty of space for your decorating needs. Its engineered wood make a statement in your living space"
Clothing & Accessories,1,"Weavers Villa Women's Poly Cotton Scarf (Multicolour, Medium) - Pack of 3 Enrich your look with the set of 3 superior range of the summer scarf by weavers villa. These are very elegant, colourful and trendy scarf. These scarfs are made from 100 per cent poly cotton yarn. Soft, light-weight and skin-friendly. These scarfs are not only true value for your money but also stylish and comfortable to wrap around at the same time. Wash care: light hand wash. Size: 50x175 cm. Think trendy. Be trendy."
Electronics,2,"IT VISION ™ 15 PIN MALE TO MALE VGA CABLE 1.5 Meter The VGA Cable is the ultimate link for connecting your desktop or laptop to a monitor or projector. The combination of connectors, heavy 28 AWG bare copper conductors, foil & braid shielding, and dual ferrite cores provides superior cable performance. Molded strain relief connectors, finger-tightened screws, and easy-grip treads increase durability, ensure a secure connection, and make plugging and unplugging a breeze. Specifications: -Connector: HDDB15 15-pin (male to male) -Jacket: PVC -Gauge: 28 AWG"
Electronics,2,"Canon Pixma G3000 All-in-One Wireless Ink Tank Colour Printer P-S-copy, 8.8ipm (mono), 5.0ipm (color), 4800dpi x 1200dpi, 6000 pages print black and 7000 pages print color with additional two balck ink bottle and WI-FI."
