Category,label,Description
Books,0,"The Complete Photo Manual (Popular Photography): 300+ Skills and Tips for Making Great Pictures About the Author With more than 2 million readers and over 70 years of expertise, Popular Photography is the world’s largest how-to monthly magazine for image-making enthusiasts. The magazine’s editors are not just great how-to writers, they are all talented photographers, who really know how to make the most of any image."
Clothing & Accessories,1,Cherokee by Unlimited Boys' Checkered Regular Fit Shirt Cherokee apparel junior shirt. It is made of 100% cotton poplin fabric with checks pattern.
Books,0,"Aadhar Refined Sunflower Oil, 1L"
Household,3,"Pro Cosmo A33 Kids Sofa Bed with Pouffe/Footstool/Pillow, Fabric, Multi-Colour, 168 X 98 60 Cm"
Household,3,"From Plassey To Partition and After About the Author Sekhar Bandyopadhyay is Director, New Zealand India Research Institute, Victoria University of Wellington, New Zealand."
Clothing & Accessories,1,"Jollify Women's Blue Rayon Embroidered Top Trendy and appealing, this top from Jollify exclusive collection will surely impress fashionable women. This Top will surely add unique charm to your casual as well as party look. Made from crepe, this top will help you stay relaxed all day long."
Books,0,"Quantitative Aptitude Quantum Cat 2018 About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors."
Clothing & Accessories,1,Fareto® Baby Mom & Dad Quotes Combo of 5 Full Sleeves Printed T-Shirts/Tees/Daily Wear Tees
Books,0,Universal's General Knowledge on Law- Legal GK for Competitive Examinations 
Household,3,Nilkamal 3-Door Corner Cabinet (Ivory) Size:Standard                                                                                 |                            Color:Ivory   Multipurpose corner cabinet; Can be used anywhere in the House.
Electronics,2,"HP X9000 OMEN Mouse (Black) Navigate any terrain armed with the ultimate weapon – the HP OMEN Mouse. Precision control with 8200 dpi laser tracking, 6 programmable buttons, and 8 sensitivity levels."
Electronics,2,"APC UPS Model: BR1000G-IN 1 KVA Battery Backup APC BR1000G power saving Back UPS RS system (output power capacity: 1000VA/600W, 8 outlets-4 UPS."
Books,0,"Society Tea Regular Tea Pouch, 1kg Truly, tea as it should be. Strong, robust and packed with flavour beyond all reckoning, Society Tea delivers with this blend yet again. Taken either with milk or with lemon, this brew is sure to get you feeling energised and revitalised, ready to take on new challenges, through the course of the day."
Electronics,2,"HP X900 USB Mouse (Black) Dependable quality shouldn't come at a cost and with the HP optical mouse you get great comfort and awesome features at an irresistible price. A contoured shape designed for all-day comfort in either hand, Powerful 1000 DPI optical sensor for precise movement on most surfaces, Strict HP standards and guidelines ensure long-lasting quality, 3 button solution and a built-in scroll wheel for optimized productivity, Supports Windows 7 and above and Mac OS X 10.x and above."
Books,0,Bank Interviews and Group Discussions This book is meant for bankers seeking promotion and those who have to face interviews occasionally.
Household,3,Ebee Multipurpose Rack (Blue)
Electronics,2,"HIGH SPEED Floppy Disk Drive, Esynic 3.5"" USB External Floppy Disk Drive Portable 1.44 MB FDD USB Drive Plug and Play for PC Windows 10/7/8, Windows XP, Vista, Mac (Black) - No External Driver,Plug and Play"
Clothing & Accessories,1,Galiva Boys' Cotton Extra Soft Over the Calf Cushion Socks - 3 Pairs
Books,0,"Copy Colouring Books for Early Learning by InIkao (6 Books) A perfect gift for the one who starts their journey of education. Mix coloring with writing practice will make the little busy body to learn basics with fun. Contains 6 A4 Size Multi color Copy Colouring Books of 16 Pages each. Titles Includes Basic Strokes, Alphabets, Numbers, Colors and Shapes, Rhymes and Toys. Comes with beautiful pictures , Color Preview, Writing Practice guidelines for respective activity. Printed on 67GSM West Coast Paper with Imported Ink. A Total of 90+ Images available for colouring practice."
Household,3,V-Guard High Speed Pedestal Fan (White and Blue) This high speed fan with a self timer has a super fast air convection rate that makes it optimum for the summers.
Household,3,Havells GHRFHAGW200 2000-Watt Comforter Havells Comforter comes with 2 heat setting at 1400 W and 2000 W respectively so that user can choose different option depending upon climatic condition Product automatically switches off if it goes beyond desired temperature Safety is ensured through over heat protection which switches off the product automatically if product is accidentally over heated.
Clothing & Accessories,1,United Colors of Benetton Boys' Slim Fit Jeans UCB boys jeans slim fit pattern plain sleeves neck/collars super cool printed denim composition 98% cotton 2% elastane
Books,0,"Programming in ANSI C About the Author E. Balagurusamy, Chairman, EBG Foundation, Coimbatore."
Clothing & Accessories,1,"Girls Maxi/Full Length Casual & Party Dress(Red) Febric - Fine Silk bend contain a full length maxi Dress, Design created by best and expets Designers, Ocation- Best buy for Wedding, festive and Party. Wash Care - Do not Bleech or steem Iron."
Electronics,2,HP 678 L0S24AA Combo-Pack Ink Advantage Cartridges (Black and Tri-Color) Colour:Black + Tri-Color Combo   Item is compatible with printers below: HP Deskjet Ink Advantage 1515 All-in-One Printer HP Deskjet Ink Advantage 2510 All-in-One Printer HP Deskjet Ink Advantage 2516 All-in-One Printer HP Deskjet Ink Advantage 2645 All-in-One Printer HP Deskjet Ink Advantage 3545 e-All-in-One Printer HP Deskjet Ink Advantage 4515 e-All-in-One Printer HP Deskjet Ink Advantage 4640 e-All-in-One Printer
Clothing & Accessories,1,"Probiker Half Finger Motorcycle Riding Gloves (Black, XL) Probiker Half Finger Motorcycle Riding Gloves (Black, XL)"
Household,3,"Phobis Pack of 200 Candle Wick Sustainers Wick Tabs for Candle Crafts Item Package Quantity:200   candle wick sustainers made by mixture of aluminium and iron. sustainers are very good in quality . This wick tabs are very useful and must have for homemade candles.Great for wick sticker and wicks.You can pre-measure and cut your wicks, put and thread them through, pinch the center with a pair of plyers, Tape to the bottom of your candle jar."
Electronics,2,"HP 21.5 inch (54.6 cm) LED Monitor - Full HD, IPS Panel with VGA, HDMI Ports - 22W (Black) With a full HD resolution and nearly borderless design, these IPS displays deliver the perfect combination of form and function for less than you'd imagine. Easily hook up your laptop or desktop and enjoy a big screen experience for all your favorite content."
Electronics,2,Assembled Desktop Computer Intel Core 2 DUO 2gb / 250 GB HDD Intel Core 2 Duo 1.8 Ghz Processor Hynix 2 Gb Ram Intel G 31 Mother Board Punta Or Zebronics Cabinet Wd Or Seagate 250 Gb Hard Drive No Optical Drive No Dvd Drive Including
Clothing & Accessories,1,"FusFus Women's Printed Trendy Stoles, Free Size(Multicolour, F098) - Pack of 6"
Electronics,2,"HP 15 AMD E2 15.6-inch Entry Level Laptop (4GB /1TB HDD/Windows 10 Home/Jet Black/2.04 Kgs), 15q-bw548AU Designed for long-lasting performance, this stylishly designed HP 15"" laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize – with the latest processors and a rich HD display. Do it all, all day."
Books,0,"Bharat Ka Bhugol: Civil Seva/Rajya Seva Ki Prarambhik Evam Mukhya Pariksha About the Author डॉ. माजिद हुसैन जामिया मिलिया इस्लामिया,नई दिल्ली से सेवानिवृत्त प्रोफेसर एवं भूगोल विभागाध्यक्ष थे। अध्यापन एवं शोध के प्रति गहन प्रतिबद्धता के साथ हीं ये भूगोल की कठिन अवधारणाओं के अति सरल एवं सुस्पष्ट विश्लेषण के लिए भी प्रसिद्ध हैं। ये भारतीय राष्ट्रीय मानचित्र कला संघ के सदस्य एवं अध्यक्ष तथा अंतर्राष्ट्रीय स्थलाकृति पारिस्थितिकी संघ के उपाध्यक्ष भी रह चुके हैं।"
Electronics,2,"Apple MacBook Air Core i5 8th Gen 13.3 inch Laptop (8GB/128GB SSD/MacOS Mojave/Gold/1.25 kgs), MREE2HN/A Size name:128GB   Available in silver, space gray, and gold, the new thinner and lighter MacBook Air features a stunning Retina display, Touch ID, the latest Apple-designed keyboard, and a Force Touch trackpad—all housed in an iconic wedge design made from 100 percent recycled aluminum.2 And with all-day battery life, MacBook Air is your perfectly portable, do-it-all notebook."
Clothing & Accessories,1,"Icw Women's Tight (Fashion 102_Black_Free Size) This product is made from chiffon and finished in a attractive green color. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
Clothing & Accessories,1,"DADDY G Girls 3 Pair Cotton Knee High Socks Black-White-Cream The socks are crafted using finest cotton to please your skin with secure stable fit from toe to knee. They protect and keep your feet and leg clean and safe. You can pair up these socks with shorts, skirts to compliment your look. These multipurpose socks are for school, office and party as it pairs up well with many dresses.Quantity Included 3Pairs ( L :81cm W:10cm)"
Clothing & Accessories,1,NammaBaby Kid's Cotton Pajama Pant with Rib - Pack of 6 NammaBaby presents this pajama for your little kid. crafted from soft fabric for a comfortable and warm feel. The all over print on the solid color base makes it look attractive. The elasticated hem adds an element of stylish look to the pajama. Soft elastic waist gives proper fit while being soft on your kid's skin.
Electronics,2,"TP-Link TL-SG1005D 5-Port Gigabit Ethernet Unmanaged Desktop Switch (Black) Style name:5-Port Gigabit   5 port Gigabit Switch, plastic."
Household,3,"Whirlpool 7 kg Semi-Automatic Top Loading Washing Machine (Superb Atom 70S, Grey) Now stand tall & scrub without the painful bending, while the flow back design allows water and detergent to flow back into the wash tub."
Clothing & Accessories,1,"Vimal Light Grey Thermal Top and Bottom Set for Girls (gthsetRNFS_MLG01-P) Vimal Jonney Kids Thermals Are Made With Speical Soft Fabric , Keeping In Mind The Soft Skin Of Kids . As Known By The Name Vimal Thermals Act As A Saviour In The Chilly Weathers Of Winters . By Manufacturing These Thermals Vimal Has Added One More Feather To Its 40 Years History Of Serving People."
Books,0,GMAT Official Guide Verbal Review 2019: Book + Online 
Books,0,Python Programming: A modular approach by Pearson 
Electronics,2,"Samsung Galaxy Tab A 2017 SM-T385NZDAINS Tablet (8 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Gold"
Clothing & Accessories,1,GAP Girls Sparkle Stretch Jersey Leggings GAP Girls Sparkle Stretch Jersey Leggings
Household,3,Usha Maxx Air Pedestal Fan (New Blue) Usha provides you an excellent metalic pedestal fan. Colour of this fan is new blue. It is designed by semi-transparent PP blades. Unique oil reservoir lubrication is used for better reliability and longer life.
Clothing & Accessories,1,US Polo Assn. Girls' Skirt
Electronics,2,Sandisk 32GB MicroSDHC Class 4 Memory Card & MicroSDHC Card Reader (Bulk) sandisk 32gb class 4 microsdhc card with sd adapter and micro usb flash card reader / writer r13. brand new in bulk packaging.32gb microsdhc memory card.class 4 - 4mb/s read/write speed.transflash memory and usb memory card reader.
Electronics,2,Cosmic Byte Over the Ear Headsets with Mic & LED - G4000 Edition (Blue) Color Name:Blue   G4000
Books,0,"BEGE102-The Strutureof Modern English (IGNOU help book for BEGE-102 in English Medium) This help book is published by Neeraj Publications based on IGNOU Course which includes previous years question papers, Important guess question, chapter wise summary, revision, notes, chapter wise important study material to get best marks in IGNOU Examinations. You can buy this with confidence and for any help or query please WhatsApp on 8860964743"
Books,0,Funskool Jenga Junior How Tall is too Tall ?Find out when the tower falls !Remove the blocksStack up the storiesAnd hope the towerDoesn't topple on your turn !It's JENGA ... for Edge-of-Your-Seat fun !
Clothing & Accessories,1,"Miss Wow Latest Fashionable Rugged Skinny Jeans 100% Stretchable Western wear Slim fit Denim Jeans for Women .Ankle Length,mid Rise with 5 Pocket Accentuated with a rinse wash effect and complemented by design, this pair of Jeans proves to be a reliable addition to a fashionista's wardrobe .Up your weekend style quotient by slipping on this fashionable jeans from MISS WOW. It sports a rinse wash pattern and these full length jeans are suitable for any occasion"
Clothing & Accessories,1,"Weavers Villa Women's Poly Cotton Scarf (Multicolour, Medium) - Pack of 3 Enrich your look with the set of 3 superior range of the summer scarf by weavers villa. These are very elegant, colourful and trendy scarf. These scarfs are made from 100 per cent poly cotton yarn. Soft, light-weight and skin-friendly. These scarfs are not only true value for your money but also stylish and comfortable to wrap around at the same time. Wash care: light hand wash. Size: 50x175 cm. Think trendy. Be trendy."
Clothing & Accessories,1,"Cloth Theory Boys' Sweatshirt A range of sweat shirts from Cloth Theory. Hand picked assortment of cool prints, that are fashionable, comfortable and will help to bring out the smart kid in you."
Electronics,2,TP-LINK Archer T1U Wireless AC450 Nano USB Adapter Style name:AC450   AC450 Wireless Nano USB Adapte
Books,0,"Dhara Health Refined Sunflower Oil Jar, 5L Dhara health refined sunflower oil comes with the goodness of distinctive 'Low absorb technology' which means that the food cooked in it absorbs less oil."
Books,0,Doctor Strange: Mystery of the Dark Magic 
Electronics,2,Apple leaders Printer Dust Cover for HP Laserjet Pro P1108 Printer Apple leaders Printer Dust Cover for HP LaserJet Pro P1108 Printer
Books,0,"India 2018: A Reference Annual Review Nicely packed and promptly delivered. Highly informative book. A must for every household and every student. --By Gosakan on 14 March 2018Best book for those who wish to know about India, Indian govt policies, schemes, departments, etc. --By P. B. on 30 March 2018"
Clothing & Accessories,1,"Voberry Voberry Unisex-Baby Premium Soft Sole Anti-Slip Warm Winter Infant Prewalker Toddler Button Snow Boots,) Package content:  1 pair baby shoes"
Books,0,"CCNA Routing and Switching Portable Command Guide (ICND1 100-105, ICND2 200-105 and CCNA 200-125) "
Books,0,Gate Electronics & Communication Engg. (27 Year’s Chapter wise Solved Papers) 2019 
Books,0,Kiran?s IBPS Bank Clerk CWE-VII Preliminary Exam Self Study Guide-cum-Practice Work Book with CD - 2015 (Old Edition) 
Clothing & Accessories,1,"Bodycare Kids Thermal Set of 1 Lower and 1 Top (Off White) Polyfilled Thermal wear for your kids to keep them war, during coldest of conditions. Provides Insulattion and wicks moisture away from the body"
Books,0,Conceptual Problems in Organic Chemistry: For Engineering and Medical Entrance Examinations 
Electronics,2,AmazonBasics USB 3.1 Type-C to 3 Port USB Hub with Ethernet Adapter - White
Clothing & Accessories,1,"Ahhaaaa Kids Waistcoat, Shirt, Tie and Trouser Set for boys_570 AHHAAAA brings exclusive festive Range for little infants. The range has been carefully crafed keeping the comfort of your delicate baby. So, grab this limited edition set of Shirt, Jacket and Jeans and make you little baby centre of attraction this festive season."
Clothing & Accessories,1,"United Colors of Benetton Boy's Solid Regular Fit T-Shirt United Colors of Benetton t-shirt for boys fabric use 100% cotton, long sleeve branding tee pattern solid, long sleeve round neck casual."
Clothing & Accessories,1,Brim hugs and Cuddles Cotton Romper and Bodysuit for Baby boy/Baby Girl A super and premimum product from the house of best product that offers the best product in the baby product range and this suits the perfect product for the winter need.
Books,0,"Sanskrit Swyam Shikshak * Sanskrit Self Learner. * An easy guide to learning Sanskrit on your own without attending any classes or going to a teacher. * Written by the renowned Sanskrit scholar, Shripad Damodar Satvalekar, complete with self-testing exercises, the book has proved popular both with students as well as educational institutions. Bi-lingual"
Clothing & Accessories,1,United Colors of Benetton Boys' Trousers
Electronics,2,"HP 680 Tri-color Original Ink Advantage Cartridge Colour:Tri-Color   Produce affordable, lab-quality color photos and everyday documents with low-cost Original HP ink cartridges—designed with fraud protection and smart low-ink alerts to deliver worry-free performance and consistent results you can count on."
Books,0,"OLD NCERT BOOKS - 1) Ancient India- R.S. SHARMA (CLASS-11), 2) Medieval India - SATISH CHANDRA (CLASS-11), 3) MODERN INDIA - BIPIN CHANDRA (CLASS-12), 4) WORLD HISTORY - ARJUN DEV (CLASS-12) Books"
Clothing & Accessories,1,"Voberry Baby-boys Bow Ties, Pre-Tied Striped Bow Tie Necktie With djustable Strap (A) Package Content:  1PC Elastic Tie Necktie  If you have any question about our goods, pls feel free to contact with us and we will supply you best after-service, thank you!  Thank you for visiting,have a nice day!"
Clothing & Accessories,1,"Mothercare Boys' Pyjama Set (Set of 2) Made from 100% cotton to keep your little boy cool and comfortable, these cute pyjamas featuring airplane print on the top and stripes on the bottoms are ideal to wear at bedtime for a comfortable night's sleep."
Household,3,"Candes 150mm Exhaust Fan(Ivory) The exhaust fans from Candes are lightweight and design but heavy on duty and durability. The fans are of international design. The fan are made of high grade rustproof plastic which are easy to clean and noiseless in operation. These fans are suitable for cabins, kitchens or bathrooms."
Household,3,"Satyam Kraft Vintage Assorted Pendants Charms (30 Piece) A wonderful set of Vintage Bronze Charms Pendants Each bag of 100 g charms ( approx. 30 pcs ) is for a random selection,very similar to the charms depicted in the photo Can be used to make necklaces,bracelets,anklets,other jewelry projects,steampunk creations,wedding decorations,and scrapbooking Can be used as decorative zippers,also be used as other hand-crafted creative DIY accessories"
Books,0,Gulliver's Travels Gulliver's Travels
Books,0,"Get Your Dream Job: A Step-by -step Guide to Clear Any Interview With Confidence About the Author Piyush Bhatia is a Dale Carnegie Certified Trainer, Founder & CEO of Communication Skills Training Institute and has conducted Corporate Trainings for 125+ Clients. He has more than 24 years of experience as a Trainer and has conducted 1000+ Effective Communication Skills, English Speaking, College to Corporate, Personality Development, Business English and Email Drafting Workshops. His Interview Training Videos on YouTube have more than 5 million views."
Clothing & Accessories,1,Kuchipoo Unisex Regular Fit Thermal Top and Pyjama Set (Pack of 2)
Books,0,RAPIDEX HINDI-FRENCH LEARNING COURSE hindi-french learning course
Household,3,"Singer Atlantic Senior 34-Litre Personal Cooler (White) Stylish Front with Horizontal Louvers, Honey Comb Cooling Pad, Motorised Vertical Louvers movement, Invertor Compatible, Large Cooling Area up to 250 sq. ft, Water Level Window, Drain Plug for Easy Cleaning, 1 Year Warranty"
Electronics,2,"Logitech M90 USB Mouse (Dark Grey) High-definition optical tracking You'll enjoy responsive, smooth cursor control, precise tracking and easy text selection thanks to high-definition optical tracking (1000 dpi Full-size comfort, ambidextrous design Designed to keep either hand happy. So you'll feel comfortable, even after hours of use."
Electronics,2,Storite USB 3.0 to SATA Dual-Bay Hard Drive Docking Station with Offline Clone Function for 2.5 / 3.5 Inch HDD SSD
Household,3,Nilkamal 2-Door Corner Cabinet (Maroon) Size:Standard                                                                                 |                            Color:Maroon   High In Strength; Glossy And Doesnt Attract Dust; Sturdy And Portable; Provides Style And Functionality For Years; Easy To Self Assemble And Can Be Dismantled.
Books,0,24 years CAT Topic-wise Solved Papers (2017-1994) with 6 Online Practice Sets 11th edition 
Clothing & Accessories,1,"ShopMozo Boy's Cotton Printed Nightwear A night suit for boys. The cotton fabric has been specially processed for smoothness. Beautiful print with very comfort fit. it for your kids or gift it to your loved ones. This garment has passed 10 checks including azo test, needle detector test and many more. Specially designed to make sure that your kid to look stylish beautiful and feel comfortable."
Electronics,2,"Philips SPA-30 2.0 Channel Multimedia Speakers System (Black) Get hooked to good portable music with the Philips SPA-30 2.0 Laptop/Desktop speaker. This product comes with exciting features such as 1 year warranty, 2.1 channel output and much more."
Books,0,"Introduction to Computer Security, 1e "
Clothing & Accessories,1,"IndiWeaves Kid's Cotton Leggings Pack of 5 IndiWeaves offers you high on fashion, easy on pocket, cotton rich leggings for kids and girls. Suitable for all weather climate, Eco-friendly and skin friendly dyes used, as your skin. Made of Cotton Lycra BLend and the waist band being elasticated, IndiWeaves Leggings will give you the best of comfort and fit."
Clothing & Accessories,1,KAEZRI Reversible Pu-Leather Formal Belt for Men(Color-Black/Brown|-1Year Money Back Guarantee-Belts for Mens-Leather Belt for Men Formal Branded KAEZRI 1 Year Money Back Guarantee Reversible Belt: It is two side belt with turning buckle can be worn from black and brown side Size : Please Select correct size of the belt as per pant/waist size
Clothing & Accessories,1,"Kingsway kkmfmfullf00025 Balaclava/Full Face Mask for Boys and Girls (Black) Kingsway riders face mask which protects your nose and ear from cold, snow, blizzards, etc. It covers your face except your eyes and forehead. It is made up of very soft material andfortable to wear. There is a small cut-out for breathing and ventilation also."
Electronics,2,"Dell 19.5 inch (49.41 cm) LED Monitor - HD, TN Panel with VGA Port - E2016HV (Black) Note: Incase of any issue, kindly contact brand at 1800-425-4026 between Mon – Fri(9 am – 6pm) and Sat(9 am - 6pm)."
Electronics,2,"Acer Nitro Ryzen 5 15.6-inch Gaming FHD Laptop (8GB/1TB HDD/Windows 10/4GB Graphics/Black/2.7 Kg), AN515-42 Enjoy premium looks without the premium price with the Acer NITRO Gaming notebook (model AN515-42), which features a beautiful exterior. It features a 15.6-inch high-def display giving you ample space for opening multiple windows and digital entertainment. It's powered by Enjoy smooth multitasking and excellent performance with 8GB installed RAM and 1TB HDD AND AMD RadeonTM RX 560X with 4 GB of dedicated GDDR5 VRAM."
Electronics,2,"LG 20 inch HD Ready, IPS Panel Monitor with VGA, HDMI Ports - 20MP48HB (Black) LED Monitor,Product Dimensions 52.6 x 37.5 x 11.8 cm"
Household,3,Mamta Decoration Sheesham Wood Dining Table Set for Living Room | with 6 Chair | Teak Finish
Electronics,2,"AmazonBasics Multi-Angle Portable Stand for Mobile Phones, Tablets and E-readers,White Colour:White   AmazonBasics Multi-Angle Portable Stand for Mobile Phones, Tablets and E-Readers"
Books,0,Portrait Drawing: A Step-By-Step Art Instruction Book (Artist's Painting Library) About the Author Wendon Blake is the author of many popular instructional books on painting and drawing. He lives in upstate New York.
Books,0,"Cinema Secrets Professional Brush Cleaner, 32 oz. Over his 50-year career, Maurice Stein's Academy Award-winning (Planet of the Apes, 1969) makeup artistry has touched the faces of some of the brightest stars of film, television, and commercials-even three US presidents. He has worked on over 200 films and television shows and has more than 4,000 commercials to his credit."
Household,3,feathers Baby Boy's And Girl's Cotton Mattress With Plastic Sheet It is a baby mattress with a plastic sheet on one side. You can use this mattress on the bed or in the crib to protect the sheets from getting wet. It is very easy to wash and dry. you can easily remove the foam as there is a zipper on the side and can dry the mattress.
Electronics,2,"Rapoo 8000 Wireless Keyboard and Mouse Combo (Black) Rapoo 8000 keyboard, wireless and mouse combo with black color. Compact and reliable."
Household,3,"KJ Bean Bag Original XXXL Sofa Mudda Cover Black (Without Beans) KJ Presenting a premium quality of bean bags range. We are providing original size and original quality. i don,t want to loose customer trust so please you have to compare our products with other quality. some of sellers are cheating with size and quality so please be safe during purchase. KJ Bean Bag is a premium bean bag which is made by good quality materials. this is only bean bag cover without bean."
Books,0,"CONBO SET FOR JAIIB 3 BOOKS SET ( LEGAL , PRINCIPLES AND ACCOUNTING ) NEW 13TH, EDITION 2018 CONBO SET FOR JAIIB 3 BOOKS SET ( LEGAL , PRINCIPLES AND ACCOUNTING ) NEW 13TH, EDITION 2018"
Books,0,International Relations in the 21St Centuary 
Household,3,Daikin Filter MC70MVM6 - Set of 5 - Replacement filter for Daikin Air purifier
Books,0,National Insurance Company Limited Administrative Officers Exam Books 2018 Buy Now Complete Study Material of ( National Insurance Company Limited ) Administrative Officers Exam Books 2017 Books at Sura Books. Contents ❀ NICL AO ❀ Qualification & Scheme of Exam ❀ NICL ASSISTANTS - Preliminary ❀ Model Solved Question Paper ✓ English Language(BC) ✓ Reasoning Ability ✓ Numerical Ability(Quantitative Aptitude)
Electronics,2,"MPIN-9M : Lsgoodcare 9M Black RP-SMA Male (Pin in Center, Inside thread) to Female (Hole in Center,Outside Thread ) Wifi Antenna Connector Extension Cable All products are imported from the USA. All electronic products must be used with a step down/up converter for Indian voltage compatibility."
Clothing & Accessories,1,"Zacharias Unisex Wool Balaclava/Monkey Cap (Multicolour,Free Size) Zacharias brings to you this reversible balaclava (monkey) cap. It has been manufactured to keep you both warm and comfortable."
Household,3,"Kaff Exhaust Fan LYRA LR6 150 mm(Black) This ventilating fan has a black glass panel with LED light and provides parametrical air extraction and powerful air delivery. It has a coverage area of 160 sq.ft., measures 199x199mm and is suitable for wall and glass windows."
Household,3,PMW Seam Ripper - Stitch Opener with Cover - Pack Of 4 Seam ripper - stitch opener - sewing craft tool with cover - pack of 4 - PMW.
Electronics,2,"iBall Slide Enzo V8 Tablet (7 inch, 16GB, Wi-Fi + 4G LTE + Voice Calling), Coyote Brown"
Clothing & Accessories,1,Karigari by Unlimited Girl's A-Line Regular Fit Cotton Salwar Suit Set
Clothing & Accessories,1,"Satyam Kraft PU Leather Adjustable Automatic Belts For Casual And Formal For Men And Boys - Black This Belt acts as the perfect accessory to complete your look and make you stand out. Featuring an elegant design, this men's belt is long-lasting, light weight and made of fine quality fabric. This belt is made of premium Genuine soft fabric to provide you a good accessory for everyday use."
Household,3,"House of Quirk Plastic DIY Shelf Bookcase Media Storage Standing Cabinet without Doors, Black Color Name:Black   Fun, Magical And Full Of Possibilities, The 6-Cube Organizer Is More Than Just A Piece Of Furniture, It is Also A Game For Family Bonding. Together With Your Kids, You Can Build A Closet, A Room Divider, Even A Mini Fort!"
Clothing & Accessories,1,"FARETO Baby Boy's and Girl's Cotton Clothing Set (0-3 Months, Multicolour) -Set of 8 This product is made from cotton and finished in an attractive set of colors. It features sleeveless, v-neck, and is targeted towards both baby boys and baby girls. Furthermore, it is recommended to be kept away from extreme heat, fire and corrosive liquids to avoid any form of damage."
Household,3,"Crompton Ginie ACGC-PAC07 7-Litre Personal Cooler (Ivory) Crompton Greaves Personal Air Cooler: This Personal cooler best suitable for paan shops, hostels, kitchen and home. Can be used as fan also. Cooler cum fan – unique design from CROMPTON. The cooler is honey comb cooling media and water tank capacity 7 liters. The cost is very low, this is power consumption air cooler."
Household,3,Venetian Design Mirrored Dressing Table Protective Packaging: VENETIAN DESIGN developed packaging that helps ensure safe.
Household,3,"DeckUp Reno Ladder Bookshelf, Matte Finish (Dark Wenge) Color:Dark Wenge   Assembly required: the product requires basic assembly and comes with diy (Do-It-Yourself) assembly instructions."
Household,3,"Generic Plastic Thread Cutter Seam Ripper Stitch Unpicker Sewing Tool 4 Pcs This is the small version, very handy for getting into all those small places and undoing fine stitching. The clear plastic cap becomes an extension handle.this handy sewing tool has an electronically ground blade for permanent sharpness and features a safety ball to protect your fabric."
Clothing & Accessories,1,Naughty Ninos Crepe Cut-Out Dress Simple and elegant Maroon party dress from the house of naughty ninos. The dress is made with soft poly crepe and is lined with soft cotton for comfort. The dress has a back zipper opening. All your princess need is a pair of bellies and she is ready to be the star of the evening.
Books,0,"Complete Mathematics for JEE Main 2019 About the Author Name:- Dr. Ravi Prakash (Retd. Prof. in Mathematics, Gold Medallist), Dept. of Mathematics, Rajdhani College University of Delhi, 30 Yrs. of Teaching ExperienceName:- Prof. Ajay Kumar, Dept. of Mathematics (HOD), University of Delhi, 28 Yrs. of Teaching ExperienceName:- Ms. Usha Gupta, Dept. of Mathematics Deshbandhu College, University of Delhi."
Books,0,Wiley's ExamXpert Legal Awareness & Legal Reasoning (LA & LR) for CLAT & other Law Entrance Exams 
Electronics,2,Generic 4 Port KVM Switch 4 Port manual kvm switch without cables.
Clothing & Accessories,1,Allen Solly Junior Boys' Checkered Regular Fit Shirt Allen solly junior Boys Casual shirt This product is made of the most comfortable & quality fabric
Books,0,"All the Light We Cannot See: A Novel About the Author Anthony Doerr is the author of the Pulitzer Prize-winning novel All the Light We Cannot See. He is also the author of two story collections Memory Wall and The Shell Collector, the novel About Grace, and the memoir Four Seasons in Rome. He has won four O. Henry Prizes, the Rome Prize, the New York Public Library’s Young Lions Award, the National Magazine Award for fiction, a Guggenheim Fellowship, and the Story Prize. Doerr lives in Boise, Idaho, with his wife and two sons."
Household,3,"USHA Plastic Fiber Tower Fans (White and Black) This 100% copper motor for longer life 35W Warranty: 1 year Compact, sleek and attractive design for high air delivery fuse to auto-protect motor during thermal overloading Tubular centrifugal blower helps the fan sport a space-saving design."
Clothing & Accessories,1,Luke and Lilly Cotton Boy's Vest Lukeand Lilly kids vest is made of 100% cotton fabric comes with pack of 5 and pack of 10
Electronics,2,Casio MJ-12VCB-WE Desktop Calculator (White)
Electronics,2,"Acer Nitro Core i7 8th Gen 15.6-inch Laptop (8GB/1TB/128 GB SSD/Windows 10/4GB Graphics/Black/2.7kg), AN515-52 Enjoy premium looks without the premium price with the Acer Nitro Gaming Notebook (model AN515-52), which features a beautiful exterior. It features a 15.6-inch high-def. display giving you ample space for opening multiple windows and digital entertainment. It's powered by Intel Core i7 8750H processor. Enjoy smooth multitasking and excellent performance with 8GB installed RAM and 1TB HDD with 128 GB SSD and NVIDIA GeForce GTX 1050Ti with 4GB Dedicated GDDR5."
Electronics,2,SanDisk 32GB Class 10 Micro SDHC Memory Card with Adapter (SDSQUAR-032G-GN6MA) Size name:32 GB   Water proof
